Release Group,%...5,%...7,tconst,startYear,runtimeMinutes,g1,g2,g3,averageRating,numVotes,Total
Badrinath Ki Dulhania,7.6%,92.4%,tt6277440,2017-01-01,139,Comedy,Drama,Romance,6.1,12027,26134309
Badhaai Ho,-,100%,tt7725596,2018-01-01,124,Comedy,Drama,NA,8,33237,26125610
Hichki,1.3%,98.7%,tt6588966,2018-01-01,116,Comedy,Drama,NA,7.6,12113,26055222
The Courier,25.4%,74.6%,tt8368512,2020-01-01,112,Drama,History,Thriller,7.2,52642,26001227
Love Off the Cuff,-,100%,tt5956006,2017-01-01,121,Romance,NA,NA,6.5,1002,25959989
The Confidence Man JP: The Movie,-,100%,tt9552258,2019-01-01,116,Comedy,Crime,NA,6.7,1118,25958189
White Boy Rick,92.5%,7.5%,tt4537896,2018-01-01,111,Crime,Drama,NA,6.5,36359,25957482
"Paul, Apostle of Christ",67.8%,32.2%,tt7388562,2018-01-01,108,Adventure,Biography,Drama,6.6,8412,25915966
Leap,0.3%,99.7%,tt10670442,2020-01-01,135,Biography,Drama,Sport,6.6,1133,25818882
"The Gangster, the Cop, the Devil",0.8%,99.2%,tt10208198,2019-01-01,109,Action,Crime,Thriller,6.9,12256,25775371
Champions,-,100%,tt6793580,2018-01-01,124,Comedy,Drama,Family,7.2,10028,25745315
Fireworks,2%,98%,tt0119250,1997-01-01,103,Crime,Drama,Romance,7.7,30126,25672406
Father Figures,68.4%,31.6%,tt1966359,2017-01-01,113,Comedy,Drama,NA,5.5,19528,25601244
Money,-,100%,tt4715356,2016-01-01,86,Crime,Mystery,Thriller,5.5,3124,25403753
Keys To The Heart,0.3%,99.7%,tt6985200,2018-01-01,120,Comedy,Drama,Family,7.4,1094,25375866
Bodies at Rest,-,100%,tt7937440,2019-01-01,94,Action,Crime,Mystery,5.6,766,25293853
Booksmart,90.9%,9.1%,tt1489887,2019-01-01,102,Comedy,NA,NA,7.1,112619,24959607
Super 30,9.2%,90.8%,tt7485048,2019-01-01,154,Biography,Drama,NA,8.1,29512,24701637
The Death of Stalin,32.7%,67.3%,tt4686844,2017-01-01,107,Comedy,Drama,History,7.2,99529,24646055
Skyfire,<0.1%,100%,tt9203190,2019-01-01,97,Action,Adventure,Drama,5.3,2839,24444590
The 8-Year Engagement,-,100%,tt6313348,2017-01-01,119,Drama,Romance,NA,7,873,24425963
Stan & Ollie,22.4%,77.6%,tt3385524,2018-01-01,98,Biography,Comedy,Drama,7.2,36569,24420923
The Father,8.7%,91.3%,tt10272386,2020-01-01,97,Drama,Mystery,NA,8.3,130262,24340915
The Witch: Part 1 - The Subversion,-,100%,tt8574252,2018-01-01,125,Action,Mystery,NA,7.2,9698,24340302
The Accidental Detective 2: In Action,0.7%,99.3%,tt7022500,2018-01-01,116,Comedy,Crime,Thriller,6.5,703,24243825
Jolly LLB 2,6.8%,93.2%,tt5982852,2017-01-01,137,Comedy,Drama,NA,7.3,24878,24214186
Start-Up,-,100%,tt11454170,2019-01-01,102,Action,Comedy,Drama,6.4,793,24106579
I Can Speak,0.3%,99.7%,tt7342204,2017-01-01,119,Comedy,Drama,NA,7.6,1852,24024444
Killing for the Prosecution,-,100%,tt6857956,2018-01-01,123,Mystery,NA,NA,6.3,928,23929620
Pinocchio,7.7%,92.3%,tt0032910,1940-01-01,88,Adventure,Animation,Comedy,7.5,141176,23889592
A Rainy Day in New York,-,100%,tt7139936,2019-01-01,92,Comedy,Romance,NA,6.5,41553,23805899
Pokémon the Movie: The Power of Us,3.3%,96.7%,tt8108230,2018-01-01,100,Action,Adventure,Animation,6.2,2587,23740788
The Peanut Butter Falcon,86.3%,13.7%,tt4364194,2019-01-01,97,Adventure,Comedy,Drama,7.6,88475,23712090
Spencer,29.9%,70.1%,tt12536294,2021-01-01,117,Biography,Drama,NA,6.7,51959,23695676
Little White Lies 2,-,100%,tt8201404,2019-01-01,134,Comedy,Drama,Family,6.4,3586,23623665
Those Who Wish Me Dead,31.6%,68.4%,tt3215824,2021-01-01,100,Action,Crime,Drama,6,56099,23468586
Wish Upon,60.9%,39.1%,tt5322012,2017-01-01,90,Drama,Fantasy,Horror,5,20307,23468586
Ossan's Love: Love or Dead,-,100%,tt10594884,2019-01-01,114,Comedy,Drama,Romance,5.9,267,23422744
Only Cloud Knows,-,100%,tt10564446,2019-01-01,132,Drama,Romance,NA,5.9,322,23410836
Detroit,71.9%,28.1%,tt5390504,2017-01-01,143,Crime,Drama,History,7.3,52379,23355100
The Guernsey Literary and Potato Peel Pie Society,-,100%,tt1289403,2018-01-01,124,Drama,Romance,War,7.3,44480,23148937
The Crimes That Bind,-,100%,tt10915060,2020-01-01,99,Crime,Drama,Thriller,6.7,3891,23144130
Dark Waters,48.2%,51.8%,tt9071322,2019-01-01,126,Biography,Drama,History,7.6,82637,23108017
The Marksman,67.5%,32.5%,tt6902332,2021-01-01,108,Action,Adventure,Drama,5.6,30093,23076711
The Farewell,76.7%,23.3%,tt8637428,2019-01-01,100,Comedy,Drama,NA,7.5,61636,23076657
99.9 Criminal Lawyer: The Movie,-,100%,tt15434284,2021-01-01,120,Comedy,Crime,Drama,6.9,15,23055069
Padmaavat,51.5%,48.5%,tt5935704,2018-01-01,164,Drama,History,Romance,7.1,31110,22991060
Last Night in Soho,44.1%,55.9%,tt9639470,2021-01-01,116,Drama,Horror,Mystery,7.1,96497,22957625
Won't You Be My Neighbor?,100%,<0.1%,tt7681902,2018-01-01,95,Biography,Documentary,NA,8.3,25152,22844741
The Knight of Shadows: Between Yin and Yang,-,100%,tt7587984,2019-01-01,109,Action,Adventure,Family,4.9,1549,22774256
Extraordinary Mission,0.2%,99.8%,tt6690310,2017-01-01,117,Action,Crime,NA,6.2,789,22757764
Black and Blue,97%,3%,tt7390646,2019-01-01,108,Action,Thriller,NA,6.4,22162,22741061
The Day We Lit Up the Sky,-,100%,tt14866426,2021-01-01,108,Comedy,Music,NA,3.5,39,22500000
Europe Raiders,-,100%,tt5827590,2018-01-01,101,Action,Comedy,Crime,4.8,451,22435156
Late Night,69.2%,30.8%,tt6107548,2019-01-01,102,Comedy,Drama,NA,6.5,36271,22386555
Mojin: The Worm Valley,0.5%,99.5%,tt9490414,2018-01-01,110,Action,Adventure,Fantasy,4.7,533,22381583
Les Misérables,1.5%,98.5%,tt1707386,2012-01-01,158,Drama,Musical,Romance,7.6,324197,22342519
The Glass Castle,78.2%,21.8%,tt2378507,2017-01-01,127,Biography,Drama,NA,7.1,33065,22088533
Gretel & Hansel,69.6%,30.4%,tt9086228,2020-01-01,87,Fantasy,Horror,Mystery,5.4,29726,22051055
Kaamelott: First Installment,0.9%,99.1%,tt9844322,2021-01-01,120,Adventure,Comedy,Fantasy,6.3,3037,21965451
Poupelle of Chimney Town,-,100%,tt13276012,2020-01-01,100,Animation,Family,Fantasy,6.5,262,21831861
After We Fell,10.1%,89.9%,tt13069986,2021-01-01,98,Drama,Romance,NA,4.8,11722,21584600
Épouse-moi mon pote,-,100%,tt6021478,2017-01-01,92,Comedy,Romance,NA,6.1,3281,21571464
Crazy Romance,-,100%,tt11041006,2019-01-01,115,Comedy,Drama,Romance,6.2,567,21386368
Shaft,100%,-,tt0162650,2000-01-01,99,Action,Crime,Thriller,6,76560,21360215
Unplanned,89%,11%,tt9024106,2019-01-01,109,Biography,Drama,NA,5.9,13718,21354152
Rurouni Kenshin: Final Chapter Part II - The Beginning,-,100%,tt11991748,2021-01-01,137,Action,Adventure,Drama,7.4,7713,21318560
Hotel Mumbai,45.3%,54.7%,tt5461944,2018-01-01,123,Action,Drama,History,7.6,61198,21314816
Integrity,-,100%,tt9575160,2019-01-01,114,Crime,Drama,Mystery,5.6,529,21290004
Stigmatized Properties,-,100%,tt13050614,2020-01-01,111,Horror,NA,NA,4.5,187,21276720
The Prison,1%,99%,tt6589464,2017-01-01,125,Action,Crime,NA,6.5,1873,21205329
Wish Dragon,-,100%,tt5562070,2021-01-01,98,Adventure,Animation,Comedy,7.2,24097,21120000
Pokémon the Movie: Secrets of the Jungle,-,100%,tt11819890,2020-01-01,99,Action,Adventure,Animation,6.5,1737,21097921
Parallel Mothers,10.9%,89.1%,tt12618926,2021-01-01,123,Drama,NA,NA,7.1,20636,21089972
The Secret Mission,-,100%,tt9602258,2019-01-01,135,Comedy,Drama,History,6.8,439,21083522
The Photograph,99.5%,0.5%,tt7798646,2020-01-01,106,Drama,Romance,NA,6,5257,20690779
Yarn,-,100%,tt10467054,2020-01-01,130,Romance,NA,NA,6.5,323,20474270
Violet Evergarden: The Movie,-,100%,tt8652818,2020-01-01,140,Animation,Drama,Fantasy,8.4,5329,20339624
Brahms: The Boy II,62.1%,37.9%,tt9173418,2020-01-01,86,Drama,Horror,Mystery,4.7,15904,20311536
This Is Tomas,-,100%,tt9078972,2019-01-01,87,Comedy,Drama,NA,5.7,227,20084169
Ice 2,-,100%,tt10922066,2020-01-01,132,Drama,Romance,Sport,6.5,687,19788995
Stillwater,73.4%,26.6%,tt10696896,2021-01-01,139,Crime,Drama,Thriller,6.6,35577,19705544
Soul Snatcher,-,100%,tt12392662,2020-01-01,125,Action,Fantasy,NA,5.4,269,19561221
The Turning,79.6%,20.4%,tt7510346,2020-01-01,94,Drama,Horror,Mystery,3.8,13145,19428166
The Specials,-,100%,tt8655470,2019-01-01,114,Comedy,Drama,NA,7.4,8687,19363826
Les Tuche 4,-,100%,tt12847352,2021-01-01,101,Comedy,NA,NA,4.3,143,19259766
Fate/Stay Night: Heaven's Feel - III. Spring Song,1%,99%,tt8092118,2020-01-01,120,Action,Adventure,Animation,8,1737,19252497
The Wolf and the Lion,10.8%,89.2%,tt10945288,2021-01-01,99,Family,NA,NA,6,1013,19134813
Dear Evan Hansen,78.5%,21.5%,tt9357050,2021-01-01,137,Drama,Musical,NA,6.1,10919,19109078
Always Miss You,0.5%,99.5%,tt10234494,2019-01-01,98,Romance,NA,NA,3.9,51,19015465
The Pioneer,-,100%,tt14922172,2021-01-01,121,Drama,History,NA,5.7,106,18900000
The Green Knight,90.9%,9.1%,tt9243804,2021-01-01,130,Adventure,Drama,Fantasy,6.6,86662,18888418
An Officer and a Spy,-,100%,tt2398149,2019-01-01,132,Drama,History,Thriller,7.2,17476,18878658
Antlers,56.3%,43.7%,tt7740510,2021-01-01,99,Drama,Horror,Mystery,5.9,30160,18867659
Sinkhole,-,100%,tt12664618,2021-01-01,117,Action,Comedy,Drama,6.2,1311,18804231
Crayon Shin-chan: Honeymoon Hurricane - The Lost Hiroshi,-,100%,tt10208548,2019-01-01,100,Action,Adventure,Animation,6.1,211,18738951
Mobile Suit Gundam: Hathaway,-,100%,tt13288678,2021-01-01,95,Action,Animation,Drama,6.6,1293,18731309
Greta,56.5%,43.5%,tt2639336,2018-01-01,98,Drama,Mystery,Thriller,6,32730,18653107
Peppa Celebrates Chinese New Year,0.7%,99.3%,tt9629026,2019-01-01,81,Animation,Family,NA,3.5,78,18653040
Takizawa Enbujo Zero,-,100%,tt13616600,2020-01-01,139,Music,NA,NA,6.4,15,18091395
The Stronghold,-,100%,tt10404944,2020-01-01,105,Action,Crime,Thriller,6.9,9009,18066143
The Promised Neverland,-,100%,tt11027510,2020-01-01,119,Action,Adventure,Drama,5.6,614,17710977
Kaiji: Final Game,-,100%,tt10423160,2020-01-01,128,Adventure,NA,NA,4.9,348,17645779
Hitman: Agent Jun,-,100%,tt11649614,2020-01-01,110,Action,Comedy,NA,6.3,1626,17601351
Bo Gia,2%,98%,tt13925862,2021-01-01,128,Comedy,Drama,Family,6.5,801,17480489
The Dry,2.1%,97.9%,tt5144174,2020-01-01,117,Crime,Drama,Mystery,6.9,22167,17424378
Digimon Adventure: Last Evolution Kizuna,-,100%,tt9507234,2020-01-01,94,Action,Adventure,Animation,7.5,1387,17337522
Gintama: The Final,-,100%,tt10766468,2021-01-01,104,Action,Animation,Comedy,8.7,2037,17252960
Railway Heroes,-,100%,tt13859694,2021-01-01,124,Drama,History,War,5.8,175,17223542
Promising Young Woman,37.6%,62.4%,tt9620292,2020-01-01,113,Crime,Drama,Mystery,7.5,156637,17192842
Bye Bye Morons,-,100%,tt10196398,2020-01-01,87,Comedy,Drama,NA,6.7,4659,16955924
Baaghi 3,4.3%,95.7%,tt8366590,2020-01-01,143,Action,Adventure,Thriller,2.1,11815,16726510
Your Turn to Kill,-,100%,tt15034594,2021-01-01,142,Drama,Mystery,NA,4.6,17,16511822
I Still Believe,61.4%,38.6%,tt9779516,2020-01-01,116,Biography,Drama,Music,6.5,11371,16069730
Upon the Magic Roads,-,100%,tt11390180,2021-01-01,111,Adventure,Fantasy,NA,5.8,803,15990882
Freaky,56.7%,43.3%,tt10919380,2020-01-01,102,Comedy,Horror,Thriller,6.3,52810,15920855
Reminiscence,24.7%,75.3%,tt3272066,2021-01-01,116,Mystery,Romance,Sci-Fi,5.8,49211,15800193
Cry Macho,66.4%,33.6%,tt1924245,2021-01-01,104,Drama,NA,NA,5.7,23238,15522017
The Night House,46%,54%,tt9731534,2020-01-01,107,Horror,Mystery,Thriller,6.5,37837,15437703
Padre no hay más que uno 2: La llegada de la suegra,-,100%,tt11506284,2020-01-01,96,Comedy,Family,NA,5.5,1238,15373181
Minari,20.3%,79.7%,tt10633456,2020-01-01,115,Drama,NA,NA,7.5,73178,15322552
Something About Love,-,100%,tt10553438,2021-01-01,105,Comedy,Romance,NA,5.5,310,15204017
Drive My Car,15.6%,84.4%,tt14039582,2021-01-01,179,Drama,NA,NA,7.6,30280,15124818
Anita,3.7%,96.3%,tt0069718,1973-01-01,95,Drama,NA,NA,5.1,1593,15026604
The Way Back,92.5%,7.5%,tt1023114,2010-01-01,133,Adventure,Drama,History,7.3,115234,14690514
The Tomorrow War,-,100%,tt9777666,2021-01-01,138,Action,Adventure,Drama,6.6,192737,14400000
The Personal History of David Copperfield,13%,87%,tt6439020,2019-01-01,119,Comedy,Drama,NA,6.4,18942,14399270
"And, the Baton Was Passed",-,100%,tt14605210,2021-01-01,137,Drama,NA,NA,7.2,28,14368469
Nightlife,-,100%,tt10358022,2020-01-01,111,Comedy,Romance,NA,5.7,2258,14308789
Pawn,-,100%,tt1551630,2013-01-01,88,Action,Crime,Mystery,5.7,7093,14193957
Crayon Shin-chan: Shrouded in Mystery! The Flowers of Tenkazu Academy,-,100%,tt13642590,2021-01-01,104,Animation,Mystery,NA,7.6,152,14059824
Sword Art Online: Progressive - Aria of a Starless Night,7.5%,92.5%,tt13424422,2021-01-01,97,Action,Adventure,Animation,7.3,716,14037060
Christmas with the Chosen: The Messengers,100%,-,tt15772866,2021-01-01,123,Music,NA,NA,7.5,663,13728000
OSS 117: From Africa with Love,-,100%,tt7972012,2021-01-01,117,Action,Comedy,NA,5.9,3330,13433702
#Alive,-,100%,tt10620868,2020-01-01,98,Action,Drama,Horror,6.3,36656,13432212
Howling Village,-,100%,tt10919074,2019-01-01,108,Horror,Mystery,Thriller,4.9,781,13394556
Come Play,79.5%,20.5%,tt8004664,2020-01-01,96,Drama,Horror,Mystery,5.7,12118,13182254
Eiffel,-,100%,tt10366514,2021-01-01,108,Biography,Drama,History,6.2,2647,13140901
Hostage: Missing Celebrity,-,100%,tt14941222,2021-01-01,94,Action,NA,NA,6.2,614,13125970
School of Magical Animals,-,100%,tt11455260,2021-01-01,93,Adventure,Family,NA,5.6,180,13073312
Vakeel Saab,-,100%,tt8269248,2021-01-01,153,Action,Crime,Drama,8,11562,13056490
Monkey King Reborn,-,100%,tt14391088,2021-01-01,95,Action,Animation,Fantasy,6.1,329,13002635
No Escapes,-,100%,tt12200256,2020-01-01,131,Action,Drama,NA,6.6,1191,12916151
The Bodin's in the Land of Smile,-,100%,tt15049366,2021-01-01,98,Comedy,NA,NA,5.4,70,12872253
Samjin Company English Class,-,100%,tt13210996,2020-01-01,110,Comedy,Drama,NA,6.6,520,12761386
The Many Saints of Newark,64.7%,35.3%,tt8110232,2021-01-01,120,Crime,Drama,NA,6.3,47034,12737403
Another Round,-,100%,tt10288566,2020-01-01,117,Comedy,Drama,NA,7.7,139127,12733781
News of the World,100%,-,tt6878306,2020-01-01,118,Action,Adventure,Drama,6.8,83251,12668325
Collectors,-,100%,tt13428686,2020-01-01,114,Adventure,Comedy,Crime,6.3,642,12640113
Character,-,100%,tt0119448,1997-01-01,122,Crime,Drama,Mystery,7.7,10827,12571501
Shinchan: Crash! Scribble Kingdom and Almost Four Heroes,-,100%,tt12850062,2020-01-01,103,Action,Adventure,Animation,6.6,192,12221804
Ducobu 3,-,100%,tt10658928,2020-01-01,94,Comedy,NA,NA,4.2,170,12157793
On Your Mark,-,100%,tt11317408,2021-01-01,104,Comedy,Drama,Sport,6.7,64,12100000
Legend No. 17,-,100%,tt2182001,2013-01-01,134,Biography,Drama,Sport,7.5,5561,12049148
Stand by Me,-,100%,tt0092005,1986-01-01,89,Adventure,Drama,NA,8.1,390868,11900000
The Worst Person in the World,25.7%,74.3%,tt10370710,2021-01-01,128,Comedy,Drama,Romance,7.9,33120,11799647
On the Line,-,100%,tt0279286,2001-01-01,85,Comedy,Family,Romance,4.2,4229,11772156
Wotakoi: Love Is Hard for Otaku,-,100%,tt9018612,2020-01-01,114,Comedy,Musical,Romance,5.3,422,11702371
Let Him Go,80.5%,19.5%,tt9340860,2020-01-01,113,Crime,Drama,Thriller,6.7,24001,11630934
The Hunt,50.6%,49.4%,tt2106476,2012-01-01,115,Drama,NA,NA,8.3,316990,11481750
The Fable: The Killer Who Doesn't Kill,-,100%,tt13017204,2021-01-01,133,Action,Comedy,Mystery,6.8,1186,11325545
What Did You Eat Yesterday?,-,100%,tt14865506,2021-01-01,120,Romance,NA,NA,8.4,70,11320893
Aline,6%,94%,tt9735462,2020-01-01,128,Biography,Comedy,Drama,6.4,1314,11148310
30 jours max,-,100%,tt11206302,2020-01-01,87,Action,Comedy,Crime,5.2,1042,10998969
The Voice of Sin,-,100%,tt10206818,2020-01-01,142,Crime,Drama,Thriller,6.7,351,10983063
Bigfoot Family,-,100%,tt9204164,2020-01-01,89,Adventure,Animation,Family,5.8,2622,10928721
One Second,-,100%,tt8959680,2020-01-01,104,Comedy,Drama,History,7.2,1332,10790386
Me contro Te - Il film: La vendetta del Signor S,-,100%,tt11559652,2020-01-01,64,Comedy,Family,NA,1.6,353,10779891
Impractical Jokers: The Movie,100%,-,tt9208444,2020-01-01,92,Comedy,NA,NA,5.8,6271,10691091
Honest Candidate,-,100%,tt11812338,2020-01-01,104,Comedy,NA,NA,6.2,512,10597464
Krack,-,100%,tt8302382,2021-01-01,154,Action,Crime,Thriller,7.4,6474,10442916
Two by Two: Overboard!,-,100%,tt12615474,2020-01-01,85,Adventure,Animation,Comedy,5.8,532,10376007
Kaiserschmarrndrama,-,100%,tt11034894,2021-01-01,96,Comedy,Crime,NA,7.1,609,10357720
"Caution, Hazardous Wife: The Movie",-,100%,tt11477842,2021-01-01,119,Adventure,NA,NA,5.7,223,10356359
Realm of Terracotta,-,100%,tt10075380,2021-01-01,111,Adventure,Animation,Fantasy,7,83,10341512
Street Dancer 3D,-,100%,tt9648672,2020-01-01,146,Drama,Music,NA,3.7,7539,10339127
Detective Conan: The Scarlet Alibi,-,100%,tt13884166,2021-01-01,93,Animation,Crime,Mystery,6.3,186,10308627
Never Stop,-,100%,tt14778138,2021-01-01,98,Drama,Sport,NA,5.1,39,10224935
My Spy,-,100%,tt8242084,2020-01-01,99,Action,Comedy,NA,6.3,29306,10200000
The Asadas,-,100%,tt9860350,2020-01-01,127,Drama,Family,NA,7.5,471,10066797
Black Box,-,100%,tt12298506,2020-01-01,100,Horror,Mystery,Sci-Fi,6.2,13662,9698463
Stolen Identity 2,-,100%,tt10127410,2020-01-01,118,Thriller,NA,NA,4.3,143,9687188
Ainbo,-,100%,tt6570098,2021-01-01,84,Adventure,Animation,Comedy,4.8,1454,9682962
The Soul,-,100%,tt13598976,2021-01-01,130,Drama,Mystery,Sci-Fi,6.6,2616,9600000
¡A todo tren! Destino Asturias,-,100%,tt13150080,2021-01-01,90,Comedy,NA,NA,5.2,599,9544171
Baragaki: Unbroken Samurai,-,100%,tt11487698,2021-01-01,148,Drama,NA,NA,5.4,80,9481437
10 Days with Dad,<0.1%,100%,tt10251538,2020-01-01,104,Comedy,Family,NA,5.4,814,9472077
Secret Zoo,-,100%,tt11566164,2020-01-01,118,Comedy,NA,NA,6.1,1350,9471940
365 Days,-,100%,tt10886166,2020-01-01,114,Drama,Romance,NA,3.4,74890,9458590
Okay Madam,-,100%,tt12572792,2020-01-01,100,Action,Comedy,NA,6.6,1134,9433525
The Closet,-,100%,tt0243493,2001-01-01,84,Comedy,NA,NA,7,17401,9039424
Malasaña 32,-,100%,tt10952782,2020-01-01,104,Horror,Mystery,NA,5.5,4301,8968845
100% Wolf,7.4%,92.6%,tt8774798,2020-01-01,96,Adventure,Animation,Comedy,5.7,1635,8961732
Break the Silence: The Movie,-,100%,tt12850582,2020-01-01,89,Documentary,Music,NA,8.2,774,8954345
I Hate Summer,-,100%,tt10492998,2020-01-01,110,Comedy,NA,NA,6.7,2552,8926071
All About My Mother,-,100%,tt0185125,1999-01-01,101,Drama,NA,NA,7.8,95129,8900000
Downhill,93.1%,6.9%,tt4558376,2020-01-01,86,Comedy,Drama,NA,4.9,11999,8899195
Les blagues de Toto,-,100%,tt10233406,2020-01-01,84,Comedy,Family,NA,3.8,132,8859185
The Eleventh Chapter,-,100%,tt10097436,2019-01-01,115,Comedy,Drama,NA,6.8,383,8845525
The Vault,-,100%,tt9742794,2021-01-01,118,Action,Adventure,Thriller,6.4,22077,8803864
Kaguya-sama: Love Is War,-,100%,tt9816396,2019-01-01,113,Comedy,Drama,Romance,5.6,357,8794981
The Secret Garden,-,100%,tt0108071,1993-01-01,101,Drama,Family,Fantasy,7.3,40887,8721243
The Protégé,86.2%,13.8%,tt6079772,2021-01-01,109,Action,Thriller,NA,6.1,26663,8639684
Eltilerin Savasi,-,100%,tt11542214,2020-01-01,118,Comedy,Family,NA,5.8,4250,8613864
The Medium,-,100%,tt13446168,2021-01-01,130,Horror,NA,NA,6.6,6047,8529010
Delicious,-,100%,tt10738536,2021-01-01,112,Comedy,Drama,History,7,1484,8448610
Honey Lemon Soda,-,100%,tt14311250,2021-01-01,111,Comedy,Drama,Romance,6.8,64,8441488
Malang,-,100%,tt9877170,2020-01-01,135,Action,Crime,Drama,6.5,10177,8399765
I Don't Have Any Money Left in My Retirement Account,-,100%,tt11354164,2021-01-01,115,Family,NA,NA,8.2,11,8204616
White Snake 2: Green Snake,-,100%,tt15000314,2021-01-01,131,Action,Adventure,Animation,6.8,2077,8170000
Lost Illusions,-,100%,tt10505316,2021-01-01,149,Drama,Romance,NA,7.5,1579,8126745
New Happy Dad and Son 4,-,100%,tt14760652,2021-01-01,80,Animation,NA,NA,4.6,7,8070000
Your Eyes Tell,-,100%,tt11051974,2020-01-01,123,Drama,Romance,NA,7.4,857,8020474
AI Amok,-,100%,tt10579380,2020-01-01,133,Sci-Fi,Thriller,NA,5.2,159,7932191
Sunny Sisters,-,100%,tt14849368,2021-01-01,118,Comedy,NA,NA,5.3,44,7880000
The Lost Prince,-,100%,tt8335482,2020-01-01,101,Adventure,Comedy,Family,5.3,1237,7837980
Antoinette dans les Cévennes,-,100%,tt11013434,2020-01-01,97,Adventure,Comedy,Romance,6.5,2365,7821615
Antebellum,-,100%,tt10065694,2020-01-01,105,Drama,Horror,Mystery,5.7,25144,7792716
The Marriage Escape,-,100%,tt9911196,2020-01-01,103,Comedy,Drama,NA,7.5,3550,7760946
Smack Dab Kakha,-,100%,tt13486236,2020-01-01,110,Comedy,NA,NA,1.5,914,7692780
Hard Hit,-,100%,tt14980972,2021-01-01,94,Drama,Thriller,NA,6.2,1066,7633895
The Heist of the Century,-,100%,tt10948718,2020-01-01,114,Action,Biography,Comedy,7.2,7481,7627100
Little Canned Men,-,100%,tt15547890,2021-01-01,94,Comedy,Fantasy,NA,5.8,18,7600000
Pushpa: The Rise - Part 1,17.4%,82.6%,tt9389998,2021-01-01,179,Action,Adventure,Crime,8,54143,7592374
The Mauritanian,11.1%,88.9%,tt4761112,2021-01-01,129,Biography,Drama,Thriller,7.4,47704,7527030
The Ice Road,-,100%,tt3758814,2021-01-01,109,Action,Adventure,Thriller,5.6,35420,7502846
De Gaulle,-,100%,tt10880402,2020-01-01,108,Biography,Drama,History,6.1,1437,7501454
Fukushima 50,-,100%,tt9318772,2020-01-01,122,Action,Drama,NA,6,2451,7494243
"Turu, the Wacky Hen",-,100%,tt8790552,2019-01-01,80,Adventure,Animation,Family,4.7,240,7438087
Signal: The Movie,-,100%,tt13529316,2021-01-01,122,Action,NA,NA,6,74,7388603
